Center_x,Center_y
675.455,202.929
675.455,202.925
675.452,202.906
675.452,202.867
675.452,202.878
675.448,202.803
675.447,202.805
675.442,202.725
675.471,202.54
675.47,202.499
675.471,202.483
675.467,202.272
675.47,200.975
675.47,200.954
675.465,200.88
675.464,200.855
675.452,200.451
675.451,200.454
675.452,200.409
675.444,200.207
675.444,200.201
675.441,200.121
675.438,199.958
675.432,199.786
675.432,199.769
675.434,199.696
675.436,199.678
675.437,199.68
675.439,199.631
675.41,199.611
675.414,199.554
675.425,199.463
675.445,199.463
675.445,199.493
675.502,199.462
675.505,199.459
675.503,199.528
675.511,199.525
675.508,199.497
675.552,199.494
675.506,199.391
675.506,199.391
675.639,199.388
675.638,199.396
675.644,199.433
675.647,199.623
675.648,199.8
675.648,199.835
675.676,199.989
675.676,199.98
675.68,199.98
675.683,200.229
675.725,200.251
675.855,200.26
675.856,200.263
675.857,200.294
675.853,200.288
675.853,200.288
675.854,200.306
675.939,200.27
675.944,200.21
675.983,200.241
675.99,200.236
676.012,200.288
675.996,200.253
676.001,200.278
676.093,200.249
676.092,200.274
676.114,200.28
676.114,200.28
676.359,200.277
676.358,200.29
676.354,200.461
676.353,200.527
676.353,200.582
676.536,200.865
676.606,200.926
676.61,201.151
676.616,201.265
676.623,201.238
676.623,201.238
676.627,201.618
676.627,201.618
676.677,201.827
676.791,202.183
676.787,202.187
676.787,202.273
676.791,202.273
676.775,202.362
676.774,202.374
676.776,202.449
676.775,203.027
676.797,203.103
676.797,203.103
676.798,203.103
676.821,203.261
676.821,203.264
676.78,203.357
676.764,203.64
676.809,203.917
676.809,203.917
676.803,203.915
676.794,203.931
676.796,203.952
676.521,203.956
676.498,203.914
676.498,203.914
676.492,203.938
676.487,203.933
676.487,203.933
676.499,203.901
676.502,203.908
676.507,203.889
676.454,203.88
676.448,203.813
676.458,203.822
676.458,203.809
676.464,203.809
676.461,203.728
676.465,203.759
676.458,203.73
676.474,203.745
676.477,203.667
676.475,203.609
676.475,203.594
676.473,203.563
676.467,203.523
676.467,203.523
676.468,203.529
676.474,203.532
676.476,203.531
676.476,203.543
676.476,203.545
676.462,203.557
676.328,203.571
676.318,203.579
676.274,203.325
676.274,203.325
676.278,203.29
676.279,203.305
676.001,203.229
675.848,202.954
675.798,202.862
